Art,Name,Original Set,Release,All Sets By Art,Colors,Have,Quantity,Variant Owned,Notes,Price (R$)
5f08c3e6-17d7-479a-bfdc-74ee1cb8a238,"Dromar, the Banisher",INV,2000-10-02,"INV, PLST",BUW,False,0,None,,0.0
0edc9390-3901-48ac-b4d9-9ee958434693,"Dromoka, the Eternal",FRF,2015-01-23,"C17, FRF, PFRF",GW,False,0,None,,0.0
571c9c07-1db7-439c-ab23-15104625453d,"Dromoka, the Eternal",CP3,2015-07-17,CP3,GW,False,0,None,,0.0
562f94c4-5317-461f-9998-1a36572e29ea,Earthquake Dragon,CLB,2022-06-10,"CLB, PCLB",G,False,0,None,,0.0
1f889639-f9b7-4dc6-b574-ad8afbba53ed,"Ebondeath, Dracolich",AFR,2021-07-23,"AFR, PAFR",B,False,0,None,,0.0
7203f377-89b6-4076-a356-08be4e7fc035,"Ebondeath, Dracolich",SLD,2022-06-14,SLD,B,False,0,None,,0.0
83474d6e-b522-4cf2-85bc-2143c7e9bcf0,"Ebondeath, Dracolich",AFR,2021-07-23,AFR,B,False,0,None,,0.0
31ca222e-cd9d-4f89-b1be-adecc31babf2,Ebon Dragon,POR,1997-05-01,"DRB, POR",B,False,0,None,,0.0
3e205d1a-8ed0-41a6-a47d-8c026e702e2f,Elder Land Wurm,LEG,1994-06-01,"4BB, 4ED, LEG, REN",W,False,0,None,,0.0
fa6d8b18-3362-4e62-b064-28d95ff744f0,Emerald Dragon // Dissonant Wave,CLB,2022-06-10,CLB,G,False,0,None,,0.0
8bf6e01e-e061-40ae-a062-ba19c75122b3,Enduring Scalelord,DTK,2015-03-27,"BBD, C16, CM2, DTK, MIC, MOC",GW,False,0,None,,0.0
205c027f-81fe-4d98-ac0b-1afd910f7712,Eternal Dragon,SCG,2003-05-26,"AFC, C20, SCG, WC04",W,False,0,None,,0.0
204166a9-0c9e-4764-a6bf-7c3a7c2925c6,Eternal Dragon,PPRO,2006-10-20,"C13, PPRO",W,False,0,None,,0.0
6e13f308-34d7-4a9a-82d3-373bac09c6b5,Exalted Dragon,EXO,1998-06-15,EXO,W,False,0,None,,0.0
ebe10024-b533-4282-bc4c-606a8c91281b,Faerie Dragon,TAFR,2021-07-23,"TAFR, TCLB",U,False,0,None,,0.0
e957e366-0bcc-4e6d-9c11-58f737746a4c,Fallaji Dragon Engine,BRO,2022-11-18,BRO,C,False,0,None,,0.0
e8cfdbc0-8556-4d32-9737-f41547eece9c,Fang Dragon // Forktail Sweep,CLB,2022-06-10,CLB,R,False,0,None,,0.0
99d9b5ef-3eb0-4aad-81bb-bdc451971ac3,"Fang, Roku's Companion",TLE,2025-11-21,TLE,R,False,0,None,,0.0
0a1762d3-e3b1-42bf-9a0f-829e74c30701,Feral Deathgorger // Dusk Sight,TDM,2025-04-11,TDM,B,False,0,None,,0.0
703b3cce-4793-4f02-b777-20d1246020f1,Feral Deathgorger // Dusk Sight,TDM,2025-04-11,TDM,B,False,0,None,,0.0
54c95b89-172f-4bcd-ba71-7fafa5d1eb70,Fire Dragon,POR,1997-05-01,POR,R,False,0,None,,0.0
9bc81385-e267-4e4f-b0a1-b0776916307c,Firespitter Whelp,FDN,2024-11-15,"FDN, J25",R,False,0,None,,0.0
caf0a428-c1f5-404d-b77f-b8d4ef934677,Firestorm Hellkite,VIS,1997-02-03,VIS,RU,False,0,None,,0.0
21726aa7-273e-47bd-8ec0-8588286980d9,"Firkraag, Cunning Instigator",CLB,2022-06-10,CLB,RU,False,0,None,,0.0
c5e6ef45-cd9d-4c06-811b-fe0cb6146f75,Flameblast Dragon,ALA,2008-10-03,"ALA, ARC, C18, GN3, M12, PS11, SCD",R,False,0,None,,0.0
9e51732d-4b65-4326-9f18-51e5b2439342,Fledgling Dragon,JUD,2002-05-27,"JUD, MH3",R,False,0,None,,0.0
d18b6481-7392-4559-a115-bd6c2640e520,Foe-Razer Regent,DTK,2015-03-27,"DTK, PDTK, SCD",G,False,0,None,,0.0
f138efcd-255e-481a-91aa-a1f9943ffd85,Foe-Razer Regent,PTKDF,2015-04-03,PTKDF,G,False,0,None,,0.0
70691793-66f4-45f3-8e8a-7a32ea7de0c8,Forgestoker Dragon,BNG,2014-02-07,BNG,R,False,0,None,,0.0
68bf0780-c6d0-41d4-97d2-97e00bdfee59,Forgestoker Dragon,PBNG,2014-02-01,PBNG,R,False,0,None,,0.0
d421e35a-0383-44ec-906a-aba1a655f680,Freejam Regent,AER,2017-01-20,"AER, PAER",R,False,0,None,,0.0
c556ad04-5614-44f0-b079-2e7a2b5b146f,Furnace Dragon,DST,2004-02-06,"DST, WC04",R,False,0,None,,0.0
bc74e270-ed07-46ee-aec4-c48201216943,Furnace Hellkite,MH3,2024-06-14,MH3,R,False,0,None,,0.0
884d8ca0-0741-4314-9273-c864741c0fcc,Furnace Whelp,IMA,2017-11-17,"GN3, IMA, J22, JMP, PLST, SCD",R,False,0,None,,0.0
f9a19619-afe2-41ba-88f3-3106859fdb2e,Furnace Whelp,5DN,2004-06-04,"10E, 5DN, ARC, CMA, CMD, DD2, JVC, M13, M15, PS11",R,False,0,None,,0.0
ded6f037-5934-4686-a156-7a4ed54aae14,Furyborn Hellkite,M12,2011-07-15,M12,R,False,0,None,,0.0
29dbe141-0664-44da-a113-394d3682b8cf,"Gadrak, the Crown-Scourge",M21,2020-07-03,"J22, M21, PM21, TDC",R,False,0,None,,0.0
aa707590-6624-4401-b1e2-95678ea776ab,Galazeth Prismari,STX,2021-04-23,"PSTX, SOC, STX",RU,False,0,None,,0.0
0d2949f7-77c0-4d16-96b9-37600cf7f4eb,Galazeth Prismari,STX,2021-04-23,STX,RU,False,0,None,,0.0
d52be909-d538-4ecc-97ae-ee33d274ef30,"Ganax, Astral Hunter",CLB,2022-06-10,CLB,R,False,0,None,,0.0
5828e528-b703-4199-b8e3-59c7af9007a2,"Ganax, Astral Hunter",CLB,2022-06-10,CLB,R,False,0,None,,0.0
13136c99-5915-49d3-b1b5-3a1398c7ac61,Glorybringer,AKH,2017-04-28,"AKH, PAKH, TDC",R,False,0,None,,0.0
aca2595d-84a4-4cc7-9ecb-f3fee2b9be10,Glorybringer,PAKH,2017-04-28,PAKH,R,False,0,None,,0.0
812793d7-7874-4bc4-9ac0-8a20cd8bfdff,Gluttonous Hellkite,M3C,2024-06-14,M3C,BGR,False,0,None,,0.0
406aedc9-983f-4f79-baba-7f2392a3dfdf,Goldlust Triad,TDC,2025-04-11,TDC,R,False,0,None,,0.0
02ee4007-3f4b-4fd7-8026-f3583f2c4d60,Goldspan Dragon,KHM,2021-02-05,"J22, KHM, M3C, PKHM, PLST, SOC",R,False,0,None,,0.0
c8c784f4-ed5e-4070-9d21-62cca39c4fb7,Goldspan Dragon,SLD,2024-08-27,SLD,R,False,0,None,,0.0
7327abd6-f5b8-42ba-a89b-857982c8851c,Green Dragon,AFR,2021-07-23,AFR,G,False,0,None,,0.0
2019eab6-1f06-4ad2-a92d-5300f2449882,Green Dragon,AFR,2021-07-23,AFR,G,False,0,None,,0.0
d6a049a4-535d-495b-9e0f-6ce5e287c855,"Grendel, Spawn of Knull",SPE,2025-09-26,SPE,B,False,0,None,,0.0
482e60f8-2f57-433a-8d8d-b0bb23ba6112,Guardian Scalelord,MOC,2023-04-21,"MOC, SOC",W,False,0,None,,0.0
b867bbd6-8e28-4cdd-8a7e-858590130880,Hammerhead Tyrant,TDC,2025-04-11,TDC,U,False,0,None,,0.0
d514038a-b560-4fa7-9280-8fda2899e867,Harbinger of the Hunt,DTK,2015-03-27,"DTK, PDTK, TDC",GR,False,0,None,,0.0
4c2e1b17-68b3-45fe-935a-40359cc0fae0,Harbinger of the Hunt,PDTK,2015-03-27,"PDTK, SCD",GR,False,0,None,,0.0
1a30eb52-3578-4606-b1c3-21d25fe3897b,Hellkite Charger,ZEN,2009-10-02,"ARC, C17, CMM, MM2, PS11, ZEN",R,False,0,None,,0.0
fdecd2ee-01dd-4434-8168-8cc46c7e7e89,Hellkite Courser,CMR,2020-11-20,"CMR, TDC",R,False,0,None,,0.0
5513c760-41de-4d71-8078-a19742d9000a,Hellkite Hatchling,CON,2009-02-06,"CON, PC2, PCA",GR,False,0,None,,0.0
e886b969-053e-448f-a4e8-1fe4f38f30b1,Hellkite Igniter,MBS,2011-02-04,"BRC, C16, C18, C21, MBS, MOC",R,False,0,None,,0.0
a51ba40e-c746-43e7-aa00-a83d9957b65c,Hellkite Overlord,DRB,2008-08-29,"2X2, ALA, DRB, PLST",BGR,False,0,None,,0.0
a9043aca-9ff1-4f29-9d6c-3325f4b91192,Hellkite Punisher,M21,2020-07-03,M21,R,False,0,None,,0.0
5ca34428-5711-43d9-afd8-234f5d3dfd1a,Hellkite Tyrant,GTC,2013-02-01,"C16, C21, GTC, PLST, RVR",R,False,0,None,,0.0
50cf55a0-ff41-4f94-a96d-e6eab81825e9,Hellkite Tyrant,FIC,2025-06-13,FIC,R,False,0,None,,0.0
32a34385-e281-4d1e-a259-49acad6ee991,Hellkite Tyrant,RVR,2024-01-12,RVR,R,False,0,None,,0.0
1e92ec10-0b05-4d02-b530-ef7919bf2806,Hellkite Whelp,GRN,2018-10-05,"GRN, J25",R,False,0,None,,0.0
fc7d50de-ebf8-406a-a9e4-784d4ab7bf26,Henge Guardian,MMQ,1999-10-04,"DDG, MMQ",C,False,0,None,,0.0
31a94c26-3cfd-4e68-b50d-382a8c7abd68,Herdchaser Dragon,DTK,2015-03-27,DTK,G,False,0,None,,0.0
d373d774-cbf4-4ff8-b851-3a99be9999c8,"Herigast, Erupting Nullkite",MH3,2024-06-14,"MH3, PMH3",C,False,0,None,,0.0
7640a5bd-66ef-41d4-a672-5a8cc3867ec0,"Herigast, Erupting Nullkite",MH3,2024-06-14,MH3,C,False,0,None,,0.0
baaed344-c9fc-48dc-8ddb-f9eee957b080,Hidetsugu and Kairi,MOM,2023-04-21,"MOM, PMOM",BU,False,0,None,,0.0
46c9a988-e7c5-4285-ae83-459ab495d768,Hidetsugu and Kairi,MOM,2023-04-21,MOM,BU,False,0,None,,0.0
4f1cd767-fff7-48a8-a868-eac996bec527,Hoarding Broodlord,MOM,2023-04-21,"MOM, PMOM",B,False,0,None,,0.0
c8a8ad36-1243-4df4-a321-0c0a7eac7737,Hoarding Dragon,M11,2010-07-16,"CMM, FDN, IMA, M11, M15, PLST",R,False,0,None,,0.0
54505de4-9ac3-49af-bc55-02c9f8d6ad30,Hoard-Smelter Dragon,SOM,2010-10-01,"AFC, C14, C21, CM2, SCD, SOM",R,False,0,None,,0.0
07f98b40-a1c5-43b8-b630-ab1432839688,Hraesvelgr of the First Brood,FIC,2025-06-13,FIC,U,False,0,None,,0.0
ab00853f-00a2-4f11-9207-a3a138080468,Hunted Dragon,RAV,2005-10-07,"C15, CM2, PLST, RAV",R,False,0,None,,0.0
294a4079-e0ee-436c-b519-d32ed865cabe,Hypersonic Dragon,RTR,2012-10-05,"CLU, GK1, IMA, RTR",RU,False,0,None,,0.0
af011ae4-d045-4e87-b0e0-637ce06f9ff8,Hypersonic Dragon,PRTR,2012-10-05,PRTR,RU,False,0,None,,0.0
5198a304-19db-488c-b9f5-72d94e809995,Icefall Regent,DTK,2015-03-27,"DTK, E01, PDTK",U,False,0,None,,0.0
ba360e4d-0fca-4142-9c90-5c391dc2c319,"Icingdeath, Frost Tyrant",AFR,2021-07-23,"AFR, PAFR",W,False,0,None,,0.0
15da334a-6cc9-48c2-97c3-81df3b9b2631,"Icingdeath, Frost Tyrant",SLD,2022-06-14,SLD,W,False,0,None,,0.0
6fd49cbd-b5d2-4953-a6fe-94196fbbdef0,"Icingdeath, Frost Tyrant",AFR,2021-07-23,AFR,W,False,0,None,,0.0
58382e85-fd3d-4b4a-963e-aff4cc7df963,Immersturm Predator,KHM,2021-02-05,"FDN, KHM, PKHM",BR,False,0,None,,0.0
b427d76a-a4a9-4b7c-bc5c-ac10e0e0fd3b,Imperial Hellkite,LGN,2003-02-03,"ARC, LGN, MKC",R,False,0,None,,0.0
85dfbaa6-8dbe-48c0-a9c0-a7328075ab91,Incinerator of the Guilty,MKM,2024-02-09,"MKM, PMKM",R,False,0,None,,0.0
7e52550c-8382-4d45-a5e0-77d4c7761b03,Incinerator of the Guilty,MKM,2024-02-09,MKM,R,False,0,None,,0.0
2851a52c-e8f1-45fc-aaf3-021cd07b408a,Inferno of the Star Mounts,AFR,2021-07-23,"AFR, PAFR",R,False,0,None,,0.0
5cb57688-9c03-4809-85b0-da3b3188433f,Inferno of the Star Mounts,SLD,2022-06-14,SLD,R,False,0,None,,0.0
18914eb2-b676-48fb-a847-7e7f30322d0c,Inferno of the Star Mounts,AFR,2021-07-23,AFR,R,False,0,None,,0.0
af9bb215-98dd-4ec6-b9d9-d75f4c518c0f,"Intet, the Dreamer",PLC,2007-02-02,"2X2, C17, CMD, OCMD, PLC",GRU,False,0,None,,0.0
4c50f51b-21a7-430d-842b-2b372b2de6d8,"Iymrith, Desert Doom",AFR,2021-07-23,"AFR, PAFR",U,False,0,None,,0.0
b6a68894-6cdc-434a-b3bf-c706096ef279,"Iymrith, Desert Doom",SLD,2022-06-14,SLD,U,False,0,None,,0.0
63768059-bf27-4586-a2c8-11aa64c459bb,"Iymrith, Desert Doom",AFR,2021-07-23,AFR,U,False,0,None,,0.0
2d5d2160-3c3c-4392-a36b-bd11ce695eee,Jaded Sell-Sword,AFR,2021-07-23,AFR,R,False,0,None,,0.0
3014f3d1-3955-4e53-b40d-d0920cdeae1c,Jeskai Shrinekeeper,TDM,2025-04-11,TDM,RUW,False,0,None,,0.0
8559578e-982f-4e2f-a30d-70a0e9792d47,Jeskai Shrinekeeper,TDM,2025-04-11,TDM,RUW,False,0,None,,0.0
0b7db64e-a455-4f85-9ff2-20e6c9fdc9a0,"Jugan, the Rising Star",IMA,2017-11-17,"IMA, PLST",G,False,0,None,,0.0
6340e6a2-71e5-40de-ad66-745c086c9a07,"Jugan, the Rising Star",CHK,2004-10-01,"CHK, MMA",G,False,0,None,,0.0
ca4b32ec-4236-4d01-9372-a6aa1b688119,"Junji, the Midnight Sky",NEO,2022-02-18,"M3C, NEO, PNEO, TDC",B,False,0,None,,0.0
5257d9b0-5b59-4353-927b-fe95f2496798,"Junji, the Midnight Sky",SLC,2025-11-03,SLC,B,False,0,None,,0.0
e750c709-fe79-44c8-b8cc-438f87341fcb,"Junji, the Midnight Sky",NEO,2022-02-18,NEO,B,False,0,None,,0.0
9259e673-f9e8-4729-8297-bfc0cc6963fd,Juvenile Mist Dragon,CLB,2022-06-10,CLB,U,False,0,None,,0.0
aca2dcb5-ddde-48c1-a875-eee0057e16de,"Kairi, the Swirling Sky",NEO,2022-02-18,"NEO, PNEO",U,False,0,None,,0.0
30e1e092-7f21-4f77-b747-860e15168298,"Kairi, the Swirling Sky",NEO,2022-02-18,NEO,U,False,0,None,,0.0
4b0a154f-fc9f-4836-afce-23d3daab9c14,Karakyk Guardian,TDM,2025-04-11,TDM,GRU,False,0,None,,0.0
ff8082e2-2e3c-4bd8-b81e-5bbabd4a59f5,Karakyk Guardian,TDM,2025-04-11,TDM,GRU,False,0,None,,0.0
67c6b844-8dc3-4713-815b-da5bafec53c2,Karox Bladewing,TDOM,2018-04-27,"TDOM, TSCD, TTDC",R,False,0,None,,0.0
f5509fe6-e675-43bc-9b20-7ae1fa89d5db,"Karrthus, Tyrant of Jund",ARB,2009-04-30,"2XM, ARB, OCM1, PLST",BGR,False,0,None,,0.0
75108da3-7148-4445-a8da-e026150a28f5,"Karrthus, Tyrant of Jund",SLD,2023-04-14,SLD,BGR,False,0,None,,0.0
037bb686-e060-4218-a692-5dda3748afc3,"Keiga, the Tide Star",CHK,2004-10-01,"CHK, MMA, TDC",U,False,0,None,,0.0
5f17450e-809d-4efa-9229-33356200dd21,"Keiga, the Tide Star",IMA,2017-11-17,"CLB, IMA",U,False,0,None,,0.0
7d8f79c0-390c-48f9-a789-11574352f2e5,Kharis & The Beholder,PH18,2019-08-01,PH18,GW,False,0,None,,0.0
5c7da2a8-136b-4b13-97d0-6ac6860400bf,Kheru Goldkeeper,TDM,2025-04-11,TDM,BGU,False,0,None,,0.0
5167e959-75e4-49eb-8424-ede62346f724,Kheru Goldkeeper,TDM,2025-04-11,TDM,BGU,False,0,None,,0.0
dcac3da0-8fd8-4e7c-9ff8-dd1f0ea93f6a,Khorvath Brightflame,BBD,2018-06-08,"BBD, PBBD",R,False,0,None,,0.0
9e9e3cd6-c2f3-4b5c-a939-d700a460419f,Kilnmouth Dragon,LGN,2003-02-03,"ARC, DDG, LGN, PLST",R,False,0,None,,0.0
1e83c1ae-5bf3-4c99-999d-8569c20e8bed,"Klauth, Unrivaled Ancient",AFC,2021-07-23,"AFC, PLST",GR,False,0,None,,0.0
9918c992-78db-40c0-8670-a9b51afb77a8,"Klauth, Unrivaled Ancient",SLD,2026-02-09,SLD,GR,False,0,None,,0.0
64743aa5-0fab-4942-b905-b50722301b7d,Knollspine Dragon,SHM,2008-05-02,"GN3, PLST, SHM",R,False,0,None,,0.0
c432350b-b1c3-412a-84f8-8138d522c2f0,Knollspine Dragon,LTC,2023-06-23,LTC,R,False,0,None,,0.0
1d85ec27-dbbe-47b6-a44e-c6e2f7671a0e,"Kokusho, the Evening Star",IMA,2017-11-17,IMA,B,False,0,None,,0.0
745aacff-a324-4f9f-a61e-59266fffabe7,"Kokusho, the Evening Star",CHK,2004-10-01,"CHK, DRB, MMA",B,False,0,None,,0.0
266805f7-eef2-4cb8-9397-02672b133a57,"Kokusho, the Evening Star",SLD,2025-02-21,SLD,B,False,0,None,,0.0
ae49fcf1-d5b0-4612-a8bd-9cff36bfd59c,"Kolaghan, the Storm's Fury",FRF,2015-01-23,"C17, FRF, PFRF",BR,False,0,None,,0.0
6f96d4ec-d5d1-4cf6-9abd-618327bb9429,"Korlessa, Scale Singer",CLB,2022-06-10,CLB,GU,False,0,None,,0.0
e7967c06-a166-4d60-a3df-3c257715716f,"Korlessa, Scale Singer",CLB,2022-06-10,CLB,GU,False,0,None,,0.0
0cf18675-723c-4d6d-9ec2-c0a1d0331b41,"Korvold, Fae-Cursed King",ELD,2019-10-04,"ELD, EOC, PLST",BGR,False,0,None,,0.0
bab3bd2b-792b-4ba9-8dbe-79cf62cb3af8,"Korvold, Fae-Cursed King",SLD,2024-05-13,SLD,BGR,False,0,None,,0.0
00d39e42-2806-4e98-9bdd-20c65eed5476,"Korvold, Fae-Cursed King",PL24,2024-02-08,PL24,BGR,False,0,None,,0.0
639c582e-73c0-47b9-8474-ec22b0ad9e89,"Korvold, Gleeful Glutton",WOC,2023-09-08,WOC,BGR,False,0,None,,0.0
3035d080-fef4-45e4-99c1-09fdea96651a,"Kura, the Boundless Sky",NEO,2022-02-18,"NEO, PNEO",G,False,0,None,,0.0
63632602-7e79-45a1-934f-830a94c409e1,"Kura, the Boundless Sky",NEO,2022-02-18,NEO,G,False,0,None,,0.0
e97db26d-dcb3-4e93-8bde-1b7939756c2a,"Kyodai, Soul of Kamigawa",NEO,2022-02-18,"NEO, PNEO",W,False,0,None,,0.0
63a5f874-071d-4a79-bbd1-b76443d79dc7,"Kyodai, Soul of Kamigawa",NEO,2022-02-18,NEO,W,False,0,None,,0.0
81d46a79-6cc8-4ba5-8a11-cca6dc0179fd,"Lathliss, Dragon Queen",PM19,2018-07-01,"FDN, GN2, J22, JMP, M19, PLST, PM19, TDC",R,False,0,None,,0.0
e3cf0a7c-aba8-46c8-9b18-3fac171fed28,"Lathliss, Dragon Queen",J25,2024-11-15,J25,R,False,0,None,,0.0
2d386795-abf6-4af5-8b2c-44df802ce1ee,"Lathliss, Dragon Queen",SLD,2022-11-04,SLD,R,False,0,None,,0.0
1efebbbf-7253-4ca8-8198-181331f7210f,"Lathliss, Dragon Queen",SLD,2022-11-04,SLD,R,False,0,None,,0.0
7123c795-94a6-41d7-af69-bdb59bac9b1f,Lava-Field Overlord,BBD,2018-06-08,BBD,R,False,0,None,,0.0
efe9e3ee-b064-4a35-bf3c-4b972dd125d6,Leyline Tyrant,ZNR,2020-09-25,"PZNR, TDC, ZNR",R,False,0,None,,0.0
305f7537-b8fb-4334-817c-3a26e9c49b3f,Lightning Dragon,PUSG,1998-09-26,"PUSG, USG",R,False,0,None,,0.0
40d79ca0-a88c-4d6d-bdfa-da0452a2fe70,Lightning Shrieker,FRF,2015-01-23,"FRF, JMP, PLST",R,False,0,None,,0.0
042e6188-3e01-4585-af23-e0d7bd739a17,"Livaan, Cultist of Tiamat",CLB,2022-06-10,CLB,R,False,0,None,,0.0
23c6b348-f57c-4174-9c88-4bfffa973266,"Livaan, Cultist of Tiamat",CLB,2022-06-10,CLB,R,False,0,None,,0.0
703d114d-4a76-4f87-8cb6-2a355240629d,Loch Dragon,ELD,2019-10-04,ELD,RU,False,0,None,,0.0
3e1e3c23-465a-402e-b83c-b5ba58a20b3a,"Lorehold, the Historian",SOS,2026-04-24,SOS,RW,False,0,None,,0.0
9c14aa77-b28b-42e0-9c3b-d4009dbba3aa,"Lorehold, the Historian",SOS,2026-04-24,SOS,RW,False,0,None,,0.0
3a9342d6-1863-4975-9831-1cb907249bf9,Lotus Guardian,INV,2000-10-02,INV,C,False,0,None,,0.0
6c39a8d3-ebb0-4dce-8e63-9438d3eeed84,"Lozhan, Dragons' Legacy",CLB,2022-06-10,CLB,RU,False,0,None,,0.0
d245c7df-d5dd-4648-8dd3-4d4d262b0202,"Lozhan, Dragons' Legacy",CLB,2022-06-10,CLB,RU,False,0,None,,0.0
21aed3b7-42cf-4609-bb65-60a99a34b89a,Lurking Green Dragon,CLB,2022-06-10,CLB,G,False,0,None,,0.0
6fbd7a64-2f29-428b-86df-38814b9e05be,Magmatic Hellkite,TDM,2025-04-11,"PTDM, TDM",R,False,0,None,,0.0
fc29547f-3c87-4de0-a643-d1b3ce9557a3,Magmatic Hellkite,TDM,2025-04-11,TDM,R,False,0,None,,0.0
5f324118-69b6-4f08-85b1-e0544125d52e,Malevolent Witchkite,WOE,2023-09-08,WOE,B,False,0,None,,0.0
bee2a5ac-f147-4a1e-9d24-8821d481ec5d,Malfegor,PCON,2009-01-31,"IMA, PCON",BR,False,0,None,,0.0
43d5aea1-8a03-4c5d-881a-90aadd9e7c1c,Malfegor,CON,2009-02-06,"CMA, CMD, CON",BR,False,0,None,,0.0
718684f7-dafc-43c8-a005-6fb05a96e451,Mana-Charged Dragon,CMD,2011-06-17,"CMA, CMD",R,False,0,None,,0.0
0e5abfe1-c94b-4dca-b340-05afba3bc8a2,Manaform Hellkite,VOW,2021-11-19,"PVOW, SOC, TDC, VOW",R,False,0,None,,0.0
e0e8b596-19f2-4f90-9107-b772a5e18d27,Manaform Hellkite,DBL,2022-01-28,DBL,R,False,0,None,,0.0
fbf61d3f-f98e-4dae-a3ed-b361a8bc625f,Marang River Regent // Coil and Catch,TDM,2025-04-11,"PTDM, TDM",U,False,0,None,,0.0
ebf9f410-b3c7-4224-a76b-aef71cff8d4d,"Miirym, Sentinel Wyrm",CLB,2022-06-10,"CLB, PCLB",GRU,False,0,None,,0.0
c9348322-1850-4f98-a777-781acbe07edd,"Miirym, Sentinel Wyrm",SLD,2026-02-09,SLD,GRU,False,0,None,,0.0
debb7092-973c-440a-930a-97d3c3c72bb7,"Miirym, Sentinel Wyrm",CLB,2022-06-10,CLB,GRU,False,0,None,,0.0
17968ece-93c0-4618-9e71-b4c3ff317565,Mindscour Dragon,FRF,2015-01-23,FRF,U,False,0,None,,0.0
936c9b6e-aa09-4e6a-8916-1e79002b462c,Mirrorwing Dragon,EMN,2016-07-22,"EMN, INR, J25, PEMN, SOC",R,False,0,None,,0.0
d8ff6387-025c-42fc-9db3-f9b24dbd089b,Mirrorwing Dragon,TLE,2025-11-21,TLE,R,False,0,None,,0.0
f2598e7a-5147-4d7d-9341-452528759fc9,Mist Dragon,MIR,1996-10-08,MIR,U,False,0,None,,0.0
9fbe124f-b3bf-4ba3-b5b9-6de0d28f9c24,Moltensteel Dragon,NPH,2011-05-13,NPH,R,False,0,None,,0.0
1f1bb14f-ceb6-4e64-bb2d-b8228d573199,Moonveil Dragon,DKA,2012-02-03,DKA,R,False,0,None,,0.0
d3dbac62-7344-4a38-88df-f66848c815f2,Moonveil Regent,MID,2021-09-24,"MID, PMID",R,False,0,None,,0.0
9b547ad6-6a39-4c2c-a4f4-6365c57da908,Moonveil Regent,DBL,2022-01-28,DBL,R,False,0,None,,0.0
a7403a4b-553f-4871-9b32-83e885bab2bd,Mordant Dragon,WWK,2010-02-05,"DDG, SCD, WWK",R,False,0,None,,0.0
9e891009-4bb3-4bc1-b0d3-79babfcc9dfd,Murktide Regent,PMH2,2021-05-06,"MH2, PLST, PMH2",U,False,0,None,,0.0
8c6c47d4-8699-49c0-a213-5f9a57994836,Murktide Regent,SLD,2025-02-10,SLD,U,False,0,None,,0.0
c94df37f-95a4-4baa-ab6e-57737f2e30cf,Murktide Regent,SLP,2024-02-23,SLP,U,False,0,None,,0.0
41373581-3c24-4d46-b4b0-fccf11e446c6,Murktide Regent,MH2,2021-06-18,MH2,U,False,0,None,,0.0
0b15961e-8a08-4419-9799-4446c47a7df7,"Nadaar, Selfless Paladin",AFR,2021-07-23,"AFR, PAFR",W,False,0,None,,0.0
beb5a6cc-dda3-436c-a100-632aec1813f7,"Nadaar, Selfless Paladin",AFR,2021-07-23,AFR,W,False,0,None,,0.0
4bd06daa-ec5c-460e-b2f8-2aee431858f2,Nalathni Dragon,MB2,2024-08-02,MB2,R,False,0,None,,0.0
9194e4f3-cb39-44ae-ba8e-617d2376320e,Nalathni Dragon,PDRC,1994-07-15,"PDRC, PRED",R,False,0,None,,0.0
4855aac5-be0b-49ff-bea4-e6982ea4b666,Nebula Dragon,EOE,2025-08-01,EOE,R,False,0,None,,0.0
45c6a8ff-b0de-4216-ae02-c10d4d04c316,Necromaster Dragon,DTK,2015-03-27,"DTK, PDTK",BU,False,0,None,,0.0
4e9eac72-ebdf-46f7-9b1b-b82c4d07889c,Necromaster Dragon,PDTK,2015-03-27,PDTK,BU,False,0,None,,0.0
dea43833-6f9d-4c24-804b-c518426faf7f,"Neriv, Crackling Vanguard",TDC,2025-04-11,TDC,BRW,False,0,None,,0.0
dd8122d3-d3cd-4536-b6f1-473f8a5fe526,"Neriv, Heart of the Storm",TDM,2025-04-11,"PTDM, TDM",BRW,False,0,None,,0.0
519c9002-07ca-4ec2-94c6-a4ef20fbcf04,"Neriv, Heart of the Storm",TDM,2025-04-11,TDM,BRW,False,0,None,,0.0
d602185f-319f-4499-9f4d-d0ab98fc5734,"Neriv, Heart of the Storm",TDM,2025-04-11,TDM,BRW,False,0,None,,0.0
a81cfaeb-c9f1-4461-a88c-cdfded98928e,Nesting Dragon,C18,2018-08-10,"C18, CMM, OTC, TDC",R,False,0,None,,0.0
c13af880-069a-405c-85c1-88901f31e740,Nicol Bolas,DRB,2008-08-29,"A25, DRB, PLST",BRU,False,0,None,,0.0
8e6baed3-3534-4c54-8fde-3f8c9bde0027,Nicol Bolas,LEG,1994-06-01,"BCHR, CHR, LEG, TSB",BRU,False,0,None,,0.0
97c7d05a-3ee7-4e4b-9421-24b5fe514895,Nicol Bolas,PMDA,2023-09-29,PMDA,BRU,False,0,None,,0.0
8b5b7fd5-faa1-4a3d-a5db-759a2c521787,Nicol Bolas,SLD,2022-11-02,SLD,BRU,False,0,None,,0.0
4fcd010a-cb4b-43a2-9218-0c2d3a894af0,Nimbleclaw Adept,CLB,2022-06-10,CLB,U,False,0,None,,0.0
ee439f3b-826b-4dab-a4c4-97405eb42af4,"Nira, Hellkite Duelist",PHTR,2017-09-20,PHTR,BGRUW,False,0,None,,0.0
